query,text,negative_score,neutral_score,positive_score,compound_score
cops,Is this the training y'all keep referring to when saying only cops should be carrying? Cuz this is a shitshow. Shot one of his own officers mag dumped on him just because he saw a firearm 
cops,This area is full of Rohingyas  a hotbed of crime. Wonder when majority popn  our leaders will realise that these ms r serious abt their murderous agenda  our cops need to be given rights to shoot stone pelters. 
cops,Cops was waiting  right time to do full jail insurance scams he been arranging
cops,So the cops chase this guy all over town he hits someone they die and they charge him with murder.  Like they dont have cameras and helicopters…why play fast and the furious all over town? I never get this…
cops,Police stops of Black people often filled with fear anxiety  They are  worried the cops will find the guns..
cops,I Called The Cops Last Night So Dont Worry  
cops,I condone this the cops don't know how to police their own. 
cops,This shows a big problem with cops because he mag dumped just seeing a gun. Was it on his lap holster floor? It doesn't matter unless he was reaching or pointing it at the cop that shouldn't have happened. They're too trigger happy! 
cops,Ludhiana Police cops are conducting regular vigilant checks regarding the movement of vehicles on all the entry points for the security of the city.PPNightSurveillancePPInterstateNakabandiPPNakabandi 
cops,New Jersey Tells Its Cops: You Can Also Blaze Up—but Only After Work  via @thedailybeast
cops,Much as Harris  Mauser are pricks I think Id hate Mahoney. Public spirit  healthy disdain for authority aside the guys basically a sexual predator subjecting people to nasty physical attacks including cavity searches. PA  should be those two suing the shit out of the cops. 
cops,A look at @RickCarusoLA and his time on the LA Police Commission. He helped get rid of Police Chief @BernardCParks and supported tax and fee increases for more cops.  
cops, cops in NYC what do they do attack homeless encampments for wealthy privileged white folk. This is a misuse of taxpayer funds. Destruction of property? These people have nothing and yet you want to destroy the little they have? Textbook evil.  billion dollars worth
cops,Till the walls turn green and cops are banging on the door 
cops,the cops were there i tried to hide in the pool. bestie stopped me 
cops,Killer cops should get the death penalty 
cops,By far and away!! that's why my dealer ever need to escape the fuckin cops- he can hit me up/ drop on in  couch with zero questions! Cop better keep his ass out my door unless there's a DAMN good warrant-  imma read that shit SO SLOW! 
cops,hope these cops are getting cheated on fr 
cops,Dear HindusIn last  months you have seen everythingRajasthan- your hindu brothers were kicked by radical slamic terrristsMaharashtra- iftar in temple of Pune  no Hanuman Chalisa allowed in loudspeaker  arrest madeDelhi- sword injured cops  slamic terrrism!
cops,It should stop when Cops are held accountable.I'm not holding my breath. 
cops,I wonder how that girl who was screaming the n-slur from :ish am to :ish am is doing. I'm pretty sure the cops tased her cuz she was screaming and it wasn't even the I'm racist and drunk screaming from her earlier in the night.
cops,Cops disable UP mosques loudspeakers after BJP workers threaten to perform havan in front of it 
cops,A black man gets shot for existing but the cops will let their friends--er Nazis harass whoever they want. @LHSLASD 
cops,Binge watching @PakistaniReacts zindagi Gulazar hai and humsafar on YouTube.Waiting for the cops to knock on my door. Wait they dont have balls to knock on my door.
cops,SF's districts with the highest median household incomes are D and D. I am not surprised that elected officials there favor more police. When affluent people are devoted their own supervisors affluent ideas are debated at City Hall.
cops,I remember when I came home from college and tried to find a hobby outside of my parents house. I bought an RC plane took it to a park… a woman called the cops on me because it caught kids attention. People are insane.  
cops,Peaceful dora hua Musalman pelted stones at a Honuman jayanti procession in Delhi. Delhi cops being bossed by Kejriwal are fully compromised they need a strong all muscled pro-Hindu boss like Amit Shah
cops,Cops r mad today huh
cops,That Is Why Guy Cops Here Giggle When They Frisk Me Cause They Know That I Am Not Gay And That Is Why I Gotta Warn Them If It Tickles Too Much So Anyhow You Can't Touch The ChaseMaestre No One Can That's Expensive Fuck B'ys Where Is The Lead? That Is Cheap.
cops,I don't think so Daniel will probably be the MC of 'Street Man fighter' and 'Street Woman Fighter season ' plus his music solo career and probably another drama after 'Rookie cops'.I don't think he will have enough time to be mentor or judge of that show 
cops,Please can you help Jay age  with sports memorabilia to auction for @UK_COPS supporting families of fallen police officer and in memory of his hero @CCLeicsPolice.  Please can you help? @chrishoy @BritishCycling @JasonKenny @LauraKenny @SirWiggo Thank you 
cops,We are to worried about the reaction of everyone else lowkey especially the cops. ‍ 
cops,Watching 'old enough' thinking back to how many neighbors would've called the cops on me if  year old me walked down the street alone to go to the /
cops,Got detained by the cops last night lol shit was low-key fun
cops,JahangirpuriClashesShops closed...police deployed...cops appeal to maintain peace...: Kundan reports from ground zero.Take a look at this ground report. 
cops,ALIVE PAYING ATTENTION TO THE WHY OTHER JUST A BODY SHOOK HANDS COPS STAY MAYBE NOT TOO LATE ONE GUST DRAGGING FUCKER BEGGING
cops,a man from unit  (out of ) in my apartment building just died — within minutes paramedics were in and out without a body leaving the scene — meanwhile theres a woman who was in the unit thats screaming cursing and hitting (cars  cops) to get back in
cops,Cops PAY ME GOOD  HELPING THEM LURE PREDATOR WAT WIN HOTEL MY DADS  HOTEL
cops,i love you x i'm calling the cops.
cops,JahangirpuriViolence: Home Minister @AmitShah directs cops to take necessary action 
cops,I hate cops man
cops,I'm still getting reports that Alyssa @Liquid_Wolves is trying to find where I live and come to the house in person she's psychoticShe lives many states away and has threatened me. I will call the cops or self defend if she shows up. I am working on a restraining order for her
cops,why do cops still ride around on horses
cops,Scared Scots call Police Scotland with cops called out to 'UFOs' or 'lights in the sky'
cops,OnlyFans Model Seen Drenched In Blood While Being Questioned By Cops After Fatal Stabbing Of BF  SmartNews
cops,Over  injured  arrested as Palestinians clash with cops on Al Aqsa Mosque.  
cops,nobody:me stepping on my own grass: “oh thats where i was pinned to the ground by  grown ass cops while in handcuffs”
cops,Cops are lame. I hate every single one. I even befriended mfs for becoming a cop. 
cops,The new Spectrum Sleepout rules - one random participant will be beaten by cops and locked in a psychiatric unit halfway through the night
cops,cops work for the rich
cops,White cops and white teachers are the same to me
cops,Heads up cops are pulling people over again 
cops,Cops: “Whens the last time youve had marijuana in the vehicle”Me: “Oh its been about a couple months now”
cops,Cops across the country need better training 
cops,Local cops arent exactly known for being smart why are y'all so pressed 
cops,Spoiled Girlfriend calls the cops on White Co-Worker what happens next will shock you | Dhar Mann
cops,DD's mayoral campaign is the most hamfisted I've ever seen. I cannot help but feel sorry for her even though I am against. The latest example is defending Measure B by saying it passed with % of the vote. The effect is we have no cops. And no one remembers what Measure B is!
cops,Rookie Cops
cops,Police refute claims that infant died due to cops stopping traffic in Kalyandurg- The New IndianExpress 
cops,Does Being Robbed Bother Me? Sometimes But Then At Other Times It's Like... Did Somebody Just Grab My Ass?? Cause Fuck Everyone Want To Grab My Ass And It Tickles To Much To Say No I Have To Warn Cops That I Will Get Serotonin Release If They Even Touch Me Like That Friskylol
cops,'Defund the Police' Fever Leaves Seattle Without Cops to Investigate Sexual Assaults 
cops,Smh… I dont understand why cops dont understand how nervous they make motherfuckers. 
cops, cop shot atmultiple cops injured. This is a well planned attack : BJP statement.
cops,If you ever want to hate cops more than you already do look up “The Kissing Case” from Monroe NC
cops,They really fucked up Dewey through out whole series but granted the cops werent shit when he wasnt on it anymore
cops,Its not very often holy days for the  Abrahamic religions coincide but fuck this guy for doing it this weekend. And next weekend when its not a conjoined holiday Fuck him bc hell keep doing this to people. Cops know only how to put boots on and stomp people. 
cops,See how we spent our easter weekend in jail in our immature movie available now on VimeoOnDemand! Let's just say a prank involving a sex toy went too far and the cops may have been called...Enjoy your Easter weekend laughing at usit's worth every penny..thatfatkidmovie 
cops,these men are SAYING THEY ARE AFRAIDOF MEeverything about community targeting IS FIXEDIT IS UNDERSTOOD BY THE COPS AND CONTRACTORS THAT THE PROCESS IS A ONE WAY ONEALL ATTEMPTS HAVE TO BE MADE TOSUPPRESS THE VOICE OF THE TARGETA CONSPIRACY! 
cops,Teen was forced into closet and sprayed with cleaner GA cops say. Classmates charged  via @Yahoo
cops,Walmart finally called the cops on me for shoplifting; Truth or Consequences New Mexico  via @FacebookWatch
cops,CRIME SCENE: Cops bust man in violent carjacking attempt 
cops,Clashes in Delhi during HanumanJayanti procession; Home Minister AmitShah speaks to top police officials 
cops,Im calling the cops 
cops,+ COPS Despite Frank James being less than  minutes away from the  PCT they did not catch him the next day?
cops,EXCLUSIVE: TikTok star targeted in horrific acid attack claims she had a 'bounty' on her head after she 'dropped a name' in a podcast - as cops probe links to notorious crime family  
cops,JahangirpuriClashes erupt in Delhis Jahangirpuri area after Islamists hurl stones at a Hanuman Jayanti procession.Swords wieldedcops injuredheavy security deployed.A candlelight march in honour of Uri terrorist attack martyrs had also ledto mob fury inthe same area back
cops,~-p NoiseAssaultxTargetrevvingXtrm-XtraXtrm HarleysTarget dntnW/harmful-Excessive xhaust fumes-Xtrm LoFreqFull contingency ofBaroody's dntn QRT PoliceAbusivePseudo-CopsThe Youngkin effectFredericksburgVA Fxbg RealEstate
cops,Dawg screaming at Az cops lmao You tryna die 
cops,I like cops who don't get shot.  Is that how its done GOP? 
cops,Clashes During Religious Procession in Delhi's Jahangirpuri  Cops Injured Adequate Forces Deployed Two policemen -- one sub-inspector and one constable -- have been injured in the incident. Whether or not the two recei... India by News 
cops,Calling the Nigerian Police cops is just another level of crazy 
cops,“Didnt I tell you that you cant get your way just by saying sorry? What kind of perverted request is that the bathwater of a fairy mascot. Can I call the cops on you?
cops,whenever I first saw people using acab I thought it meant assigned coochie at birth now I know it means all cops are bastards
cops,Haha YO!! Since its coming up…Who remembers  in Boulder before it was legal and everyone would go to Farrand Field and smoke in a mob!! People would take picture and send them to the cops  Times have changed  day
cops,Police refute claims that infant died due to cops stopping traffic inKalyandurg 
cops,I wonder how that girl who was screaming the n-slur from :ish am to :ish am is doing. I'm pretty sure the cops tased her cuz she was screaming and it wasn't even the I'm racist and drunk screaming from her earlier in the night.
cops,Police refute claims that infant died due to cops stopping traffic in Kalyandurg- The New IndianExpress 
cops,Does Being Robbed Bother Me? Sometimes But Then At Other Times It's Like... Did Somebody Just Grab My Ass?? Cause Fuck Everyone Want To Grab My Ass And It Tickles To Much To Say No I Have To Warn Cops That I Will Get Serotonin Release If They Even Touch Me Like That Friskylol
cops,Calling the Nigerian Police cops is just another level of crazy 
cops,“Didnt I tell you that you cant get your way just by saying sorry? What kind of perverted request is that the bathwater of a fairy mascot. Can I call the cops on you?
state violence,Join Delaware State University and Local and National Organizations dedicated to social justice at the Creating Safe Spaces: Promoting Wellness and Disrupting Sexual Assault and Intimate Partner Violence event on April th AM-PM. Register here: 
state violence,If the government tries to genocide queer people then optics no longer matter. It's a game of survival and in a game of survival vs the state you need to make the cost of attacking you as high as possible in order to deter aggression. That means violence. 
state violence,In March of last year U.S. Secretary of State Antony Blinken accused forces from Amhara of committing 'acts of ethnic cleansing.' WesternTigray has seen some of the worst violence in the war' TigrayGenocide @EmilyThornberry @PreetKGillMP @SteveReedMP 
state violence,All patterns are same murder men enslave woman  children. Rape killing loots violence  inhumanity are true signs of any Islamic state. Above that all UN never did anything to stop supply of weapons to these retarded monsters. Weapon industry is flourished by terrorists. 
state violence,If you are in any abusive situation call  Lagos State Domestic and sexual violence agencyIf you are not in Lagos call they will refer you.Their service is free and them go carry the matter pass you.  Domestic violence is a crime.
state violence,Despite profound gratitude for her freedom Pam still feels the affects of state sanctioned violence. Let's heal communities and families with restorative justice and let's start by doing the right thing now for an innocent woman. freemelissalucio  
state violence,State Violence/State Control - Discharge  LINEMUSIC
state violence,My research as well as other studies confirm that the peasants of Colombia and their subsistence economies have survived more than  decades of the state's violence and its paramilitaries groups onslaught.
state violence,You may expect liberals to be horrified but keep in mind what they watch on TV. They love shit like this this is the violence of their hearts' desire and the State Dept knows how to sell it. 
state violence,Hello @KTRTRS @hydcitypolice why this hatemonger is still not behind the bars ? He should  be arrested for spreading venom and hate in the name of religion and try instigate communal violence. Please arrest this insect before he disturb the peace in our city and state. 
state violence,The United States shall guarantee to every State in this Union a Republican Form of Government and shall protect each of them against Invasion; and on Application of the Legislature or of the Executive (when the Legislature cannot be convened) against domestic Violence.
state violence,Which is why the state monopoly on violence cannot work in India just like the USA the citizens must have the right to own personal protection weapons. Illegally the other community does keep weapons and explosives. 
state violence,the youth were legitimate reformists who had had enough of their (Islamic) clergys hypocrisy while the other (GoK-allied clergy) which ultimately became mainstream accused them of pursuing a hidden external “extremist” agenda to create a state of anarchy through violence. 
state violence,The State Departments civil rights concern ring hollow after decades of pushing zero-tolerance policing militarization and mass incarceration in El Salvador:  
state violence,A stable nation  society is build on the premise of state having complete monopoly over violence. The worst thing this govt has done is allowing mobs to run amuck. The silence of state on violence against minorities is nothing short of state sanctioned impunity. HateSpeech
state violence,Can everyone categorically state that they are against violence and would not raise their hands against their spouse?  Also commit to report and stopping domestic violence   That's the way to start changing the tide against this menace  Zerotolerancefordomesticviolence
state violence,An exhibit featuring six stories of survivors of sexual assault will be the first project the Center for Sexual and Relationship Violence Support Services displays in recognition of Sexual Assault Awareness Month. 
state violence,Traffic violence is a criminal act that threatens the health safety and welfare of our citizens and should be treated as a crime.   Speeding car rams several pedestrians including child and Chicago police sergeant in Near North neighborhood 
state violence,Violence and Threats to Free Speech in El Salvador - United States Department of State 
state violence,Worst @CMofKarnataka ever faced by Karnataka State. After he became @BSBommai CM Terror of the Saffron Terrorism beyond the bar their violence is extremely like Taliban activities which Sponsored  Promoted by @HMOKarnataka @narendramodi @PMOIndi @siddaramaiah @RahulGandhi 
state violence,Muslims shouldnt get into nuances of not being shown as aggressors by media while defending their life and property. No law in the world cancels the right to defence  Hindutava terrorísts have unleashed planned violence against IM with state support and world is silently watching
state violence,The State Department said on Sunday it was concerned about violence in El Salvador as well as recently passed legislation that criminalizes reporting on some gang activities. Last Tuesday the El S…... 
state violence,Thank you Coach Kerr for continuing to take action to EndGunViolence. Your dedication to this movement will help us create a safer America. @warriors @bradybuzz' ' 
state violence,Recruiting for Ukraine  An old article showing UKs role in recruiting Nazis for Ukraine.  
state violence,'American Traditions' Racerback Tank Top  Modern American culture is a complex melting pot of old struggles and divisions set upon a canvas of modern technology paranoia and violence by the state
state violence,My tweets are in no way a result of Imran Khan's anti-US rhetoric. I totally disagree with IK's anti-US/EU stance. My sentiments just got boiled over witnessing a state-sponsored violence against Muslims in India. And US is inviting Hindia's DEF and FRN ministers for a meeting!!!
state violence,It's so shameful how criminal remarks like this don't warrant state action. Hezbollah is enabling false narratives actively erasing Lebanon's image and consistently deterring Lebanon from reconstruction in neutrality.   The goal isn't violence. it is peace. 
state violence,Resist state violence with Bitcoin 
state violence,Strongly protest US's + with a Hindu-nationalist India. The US is a diverse pluralist state where I've seen Muslims praying in a Synagogue. But India as a state is a patron to the violence meted out to Muslims and the destruction of their worshipping places in the country.
state violence,'American Traditions' Magnet  Modern American culture is a complex melting pot of old struggles and divisions set upon a canvas of modern technology paranoia and violence by the state against its
state violence,The state sanctioned impunity afforded to ABVP's violence must end. The goons have no place within a university campus.
state violence,Daily horror escalating in this country at an unfathomable pace. The violence in JNU campus to the fire which refuses to stop in Khargone. Mainstream news twisting the narrative as usual because it is the gaslighting tool of the state. I do not recognise this country anymore.
state violence,US is losing all the love and admiration for its values-based system. US is hurting sentiments of the moderate liberal voices who aspire to do  be what the US stands for. US is pampering India a Hindu-nationalist and extremist state that patronizes violence against Muslims!
state violence,California has the most gun laws compared to any other state. Even with these regulations gun violence still occurs too often. California considers more laws to pass to reduce gun violence and the negative effects of gun violence in communities. LW 
state violence,global attention western lead proxy war in ukraine against russia.  well the zionist state so-called Israel continued blood terror genocide against people of profeta jesus. Palestine.  
state violence,Abolish conversion therapy! All or nothing! We will defend ourselves against state sanctioned violence towards trans people through excluding us from the conversion therapy ban. 
state violence,A state that can establish what is true (WMDs in Iraq) is a state that can justify violence. It is in this sense that decentralized cryptographic truth is the ultimate check on every abusive state...  
state violence,“Instead of receiving support my neighbors are vilified for wanting this to end. When we try to advocate we risk getting frozen out by the city state or whoever simply for saying whats obvious to everyone here: Current strategies are not working.” 
state violence,Thread: .Clearly @SecBlinken has no better things to do at the moment that to attack the US ally ElSalvador on free speech as @nayibbukele follows legal procedures in arrests of gang members responsible for a murder spree.  
state violence,We renew our call on all armed actors to renounce  end human rights abuses  violence against civilians. The US reiterates its call for all foreign forces to withdraw from Ethiopia as well as regional state to remove their forces from neighboring regions. 
state violence,Violence is a key health determinant- within a geopolitical context allows the identification of state/regional violence  the interrelated use of physical  sexual interpersonal violence key to health WHO Understanding Geopolitical Determinants of Health  
